2021-06-10 16:46:17,1.673550,1.727401,1.725606,1.725247,1.723979,0.000077,1.735738,1.725247,1.714757,0.000000,72.743790,78.597106,0.000146,1.000000,0.000000,0.400000
2021-06-10 16:46:18,1.673550,1.727189,1.725507,1.725198,1.723946,0.000066,1.736095,1.725198,1.714300,0.000000,72.365128,78.546368,0.000127,1.000000,0.000000,0.400000
2021-06-10 16:46:19,1.673550,1.726977,1.725415,1.725152,1.723915,0.000075,1.736447,1.725152,1.713856,0.000000,71.834448,78.491913,0.000143,1.000000,0.000000,0.400000
2021-06-10 16:46:20,1.673550,1.726765,1.725322,1.725105,1.723885,0.000075,1.736785,1.725105,1.713426,0.000000,71.309296,78.433728,0.000143,1.000000,0.000000,0.400000
2021-06-10 16:46:21,1.680670,1.726576,1.725242,1.725065,1.723858,0.000059,1.737020,1.725065,1.713110,12.142857,70.851605,78.372692,0.000112,1.000000,0.000000,0.400000
2021-06-10 16:46:22,1.680670,1.726388,1.725161,1.725025,1.723831,0.000058,1.737249,1.725025,1.712800,12.142857,70.393913,78.308806,0.000111,1.000000,0.000000,0.400000
2021-06-10 16:46:23,1.675060,1.726181,1.725065,1.724977,1.723799,0.000065,1.737529,1.724977,1.712425,3.214286,69.886618,78.241795,0.000123,1.000000,0.000000,0.400000
2021-06-10 16:46:24,1.675060,1.725988,1.724969,1.724928,1.723767,0.000065,1.737799,1.724928,1.712058,3.214286,69.379323,78.171659,0.000123,1.000000,0.000000,0.400000
2021-06-10 16:46:25,1.675060,1.725801,1.724872,1.724880,1.723734,0.000072,1.738060,1.724880,1.711700,3.214286,68.872028,78.097998,0.000137,1.000000,0.000000,0.400000
2021-06-10 16:46:26,1.675060,1.725614,1.724782,1.724835,1.723704,0.000065,1.738322,1.724835,1.711348,3.214286,68.364733,78.021211,0.000123,1.000000,0.000000,0.400000
2021-06-10 16:46:27,1.675060,1.725427,1.724691,1.724790,1.723674,0.000065,1.738577,1.724790,1.711003,3.214286,67.857438,77.941300,0.000123,1.000000,0.000000,0.400000
2021-06-10 16:46:28,1.675060,1.725240,1.724600,1.724744,1.723644,0.000068,1.738824,1.724744,1.710664,3.214286,67.427534,77.859122,0.000130,1.000000,0.000000,0.400000
2021-06-10 16:46:29,1.675060,1.725056,1.724509,1.724699,1.723613,0.000068,1.739065,1.724699,1.710333,3.214286,67.080549,77.775094,0.000130,1.000000,0.000000,0.400000
2021-06-10 16:46:30,1.675060,1.724867,1.724418,1.724653,1.723583,0.000068,1.739299,1.724653,1.710007,3.214286,66.733564,77.689215,0.000130,1.000000,0.000000,0.400000
2021-06-10 16:46:31,1.675060,1.724679,1.724322,1.724605,1.723551,0.000068,1.739520,1.724605,1.709690,3.214286,66.386578,77.601961,0.000130,1.000000,0.000000,0.400000
2021-06-10 16:46:32,1.675060,1.724491,1.724225,1.724557,1.723519,0.000068,1.739736,1.724557,1.709377,3.214286,66.039593,77.513301,0.000130,1.000000,0.000000,0.400000
2021-06-10 16:46:33,1.675060,1.724299,1.724135,1.724512,1.723489,0.000070,1.739955,1.724512,1.709068,3.214286,65.692608,77.423236,0.000135,1.000000,0.000000,0.400000
2021-06-10 16:46:34,1.675060,1.724108,1.724044,1.724466,1.723458,0.000070,1.740168,1.724466,1.708764,3.214286,65.345623,77.331749,0.000135,1.000000,0.000000,0.400000
2021-06-10 16:46:35,1.675060,1.723920,1.723953,1.724421,1.723428,0.000070,1.740377,1.724421,1.708465,3.214286,64.998637,77.238842,0.000135,1.000000,0.000000,0.400000
2021-06-10 16:46:36,1.675060,1.723732,1.723863,1.724376,1.723398,-0.000002,1.740582,1.724376,1.708170,3.214286,64.651652,77.144007,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:37,1.674570,1.723542,1.723766,1.724327,1.723366,-0.000001,1.740778,1.724327,1.707876,2.500000,64.278587,77.046977,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:38,1.674470,1.723353,1.723668,1.724278,1.723333,-0.000001,1.740972,1.724278,1.707585,2.500000,63.905521,76.947935,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:39,1.674470,1.723163,1.723571,1.724230,1.723301,-0.000001,1.741161,1.724230,1.707298,2.500000,63.532456,76.846882,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:40,1.674470,1.722974,1.723473,1.724181,1.723268,0.000008,1.741347,1.724181,1.707015,2.500000,63.159391,76.743819,0.000015,1.000000,0.000000,0.400000
2021-06-10 16:46:41,1.680930,1.722809,1.723394,1.724141,1.723242,-0.000000,1.741486,1.724141,1.706796,13.571429,62.847834,76.639085,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:42,1.680930,1.722642,1.723315,1.724102,1.723215,-0.000007,1.741623,1.724102,1.706580,13.571429,62.373203,76.530871,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:43,1.680930,1.722476,1.723236,1.724062,1.723189,-0.000007,1.741758,1.724062,1.706366,13.571429,61.898572,76.419174,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:44,1.680930,1.722307,1.723149,1.724019,1.723160,-0.000007,1.741882,1.724019,1.706156,13.571429,61.423941,76.304473,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:45,1.680930,1.722139,1.723063,1.723976,1.723131,-0.000007,1.742004,1.723976,1.705948,13.571429,61.065397,76.188056,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:46,1.680930,1.721971,1.722976,1.723932,1.723102,-0.000007,1.742123,1.723932,1.705741,13.571429,60.706852,76.069939,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:47,1.680930,1.721804,1.722889,1.723889,1.723074,-0.000007,1.742241,1.723889,1.705537,13.571429,60.348308,75.949722,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:48,1.680930,1.721636,1.722803,1.723846,1.723045,-0.000007,1.742357,1.723846,1.705335,13.571429,60.028458,75.827836,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:49,1.680930,1.721470,1.722725,1.723807,1.723019,-0.000007,1.742481,1.723807,1.705132,13.571429,59.669914,75.703851,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:50,1.680930,1.721302,1.722647,1.723768,1.722993,-0.000007,1.742604,1.723768,1.704931,13.571429,59.311369,75.578104,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:51,1.674880,1.721114,1.722550,1.723719,1.722961,0.000000,1.742759,1.723719,1.704680,3.928571,58.946240,75.450820,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:52,1.674880,1.720928,1.722454,1.723671,1.722928,0.000000,1.742910,1.723671,1.704432,3.928571,58.534124,75.321538,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:53,1.674880,1.720740,1.722357,1.723623,1.722896,0.000000,1.743060,1.723623,1.704186,3.928571,58.122008,75.190228,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:54,1.674880,1.720552,1.722260,1.723574,1.722864,0.000000,1.743206,1.723574,1.703942,3.928571,57.709892,75.056889,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:55,1.680720,1.720384,1.722187,1.723537,1.722839,-0.000007,1.743325,1.723537,1.703750,13.928571,57.353332,74.921461,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:56,1.682310,1.720220,1.722110,1.723499,1.722814,-0.000010,1.743427,1.723499,1.703571,16.428571,57.010660,74.784422,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:57,1.682310,1.720055,1.722026,1.723457,1.722786,-0.000010,1.743519,1.723457,1.703395,16.428571,56.667989,74.645771,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:58,1.682310,1.719888,1.721941,1.723415,1.722758,-0.000010,1.743609,1.723415,1.703221,16.428571,56.355721,74.505830,0.000000,1.000000,0.000000,0.400000
2021-06-10 16:46:59,1.670520,1.719681,1.721837,1.723363,1.722723,0.000005,1.743779,1.723363,1.702947,0.000000,55.921779,74.363325,0.000009,1.000000,0.000000,0.400000
2021-06-10 16:47:00,1.670520,1.719474,1.721734,1.723311,1.722688,0.000013,1.743946,1.723311,1.702676,0.000000,55.518242,74.219024,0.000025,1.000000,0.000000,0.400000
2021-06-10 16:47:01,1.670520,1.719267,1.721630,1.723259,1.722654,0.000013,1.744111,1.723259,1.702407,0.000000,55.114704,74.072925,0.000025,1.000000,0.000000,0.400000
2021-06-10 16:47:02,1.670520,1.719061,1.721540,1.723214,1.722624,0.000013,1.744287,1.723214,1.702142,0.000000,54.680762,73.924693,0.000025,1.000000,0.000000,0.400000
2021-06-10 16:47:03,1.670520,1.718854,1.721445,1.723167,1.722592,0.000013,1.744456,1.723167,1.701877,0.000000,54.246821,73.774326,0.000025,1.000000,0.000000,0.400000
2021-06-10 16:47:04,1.670520,1.718663,1.721350,1.723119,1.722561,0.000013,1.744623,1.723119,1.701616,0.000000,53.812880,73.621824,0.000025,1.000000,0.000000,0.400000
